Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime(seconds),Sector1Time(seconds),Sector2Time(seconds),Sector3Time(seconds)
0 days 02:19:32.593000,ALO,14,0 days 00:01:27.024000,49.0,4.0,,,0 days 00:00:32.188000,0 days 00:00:29.169000,0 days 00:00:25.667000,0 days 02:18:37.804000,0 days 02:19:06.973000,0 days 02:19:32.640000,239.0,281.0,280.0,310.0,False,MEDIUM,5.0,True,Aston Martin,0 days 02:18:05.569000,2023-10-08 18:19:05.574,1,7.0,False,,False,True,87.024,32.188,29.169,25.667
0 days 02:20:58.746000,ALO,14,0 days 00:01:26.153000,50.0,4.0,,,0 days 00:00:31.800000,0 days 00:00:29.044000,0 days 00:00:25.309000,0 days 02:20:04.440000,0 days 02:20:33.484000,0 days 02:20:58.793000,241.0,282.0,282.0,309.0,True,MEDIUM,6.0,True,Aston Martin,0 days 02:19:32.593000,2023-10-08 18:20:32.598,1,7.0,False,,False,True,86.153,31.8,29.044,25.309
0 days 02:22:25.078000,ALO,14,0 days 00:01:26.332000,51.0,4.0,,,0 days 00:00:31.751000,0 days 00:00:29.196000,0 days 00:00:25.385000,0 days 02:21:30.544000,0 days 02:21:59.740000,0 days 02:22:25.125000,239.0,280.0,282.0,310.0,False,MEDIUM,7.0,True,Aston Martin,0 days 02:20:58.746000,2023-10-08 18:21:58.751,1,7.0,False,,False,True,86.332,31.751,29.196,25.385
0 days 02:23:51.336000,ALO,14,0 days 00:01:26.258000,52.0,4.0,,,0 days 00:00:31.780000,0 days 00:00:29.130000,0 days 00:00:25.348000,0 days 02:22:56.905000,0 days 02:23:26.035000,0 days 02:23:51.383000,239.0,281.0,281.0,311.0,False,MEDIUM,8.0,True,Aston Martin,0 days 02:22:25.078000,2023-10-08 18:23:25.083,1,6.0,False,,False,True,86.258,31.78,29.13,25.348
0 days 02:25:17.387000,ALO,14,0 days 00:01:26.051000,53.0,4.0,,,0 days 00:00:31.684000,0 days 00:00:29.031000,0 days 00:00:25.336000,0 days 02:24:23.067000,0 days 02:24:52.098000,0 days 02:25:17.434000,238.0,281.0,281.0,308.0,True,MEDIUM,9.0,True,Aston Martin,0 days 02:23:51.336000,2023-10-08 18:24:51.341,1,6.0,False,,False,True,86.051,31.684,29.031,25.336
0 days 02:26:43.666000,ALO,14,0 days 00:01:26.279000,54.0,4.0,,,0 days 00:00:31.687000,0 days 00:00:29.133000,0 days 00:00:25.459000,0 days 02:25:49.121000,0 days 02:26:18.254000,0 days 02:26:43.713000,237.0,281.0,281.0,308.0,False,MEDIUM,10.0,True,Aston Martin,0 days 02:25:17.387000,2023-10-08 18:26:17.392,1,6.0,False,,False,True,86.279,31.687,29.133,25.459
0 days 02:28:09.976000,ALO,14,0 days 00:01:26.310000,55.0,4.0,,,0 days 00:00:31.695000,0 days 00:00:29.025000,0 days 00:00:25.590000,0 days 02:27:15.408000,0 days 02:27:44.433000,0 days 02:28:10.023000,238.0,280.0,280.0,308.0,False,MEDIUM,11.0,True,Aston Martin,0 days 02:26:43.666000,2023-10-08 18:27:43.671,1,6.0,False,,False,True,86.31,31.695,29.025,25.59
0 days 02:29:36.123000,ALO,14,0 days 00:01:26.147000,56.0,4.0,,,0 days 00:00:31.709000,0 days 00:00:29.046000,0 days 00:00:25.392000,0 days 02:28:41.732000,0 days 02:29:10.778000,0 days 02:29:36.170000,240.0,281.0,281.0,308.0,False,MEDIUM,12.0,True,Aston Martin,0 days 02:28:09.976000,2023-10-08 18:29:09.981,1,6.0,False,,False,True,86.147,31.709,29.046,25.392
0 days 02:31:02.168000,ALO,14,0 days 00:01:26.045000,57.0,4.0,,,0 days 00:00:31.631000,0 days 00:00:29,0 days 00:00:25.414000,0 days 02:30:07.801000,0 days 02:30:36.801000,0 days 02:31:02.215000,241.0,280.0,283.0,308.0,True,MEDIUM,13.0,True,Aston Martin,0 days 02:29:36.123000,2023-10-08 18:30:36.128,1,6.0,False,,False,True,86.045,31.631,29.0,25.414
0 days 01:14:52.360000,OCO,31,0 days 00:01:30.547000,6.0,1.0,,,0 days 00:00:33.563000,0 days 00:00:30.201000,0 days 00:00:26.783000,0 days 01:13:55.430000,0 days 01:14:25.631000,0 days 01:14:52.414000,227.0,276.0,275.0,295.0,True,MEDIUM,13.0,False,Alpine,0 days 01:13:21.813000,2023-10-08 17:14:21.818,1,5.0,False,,False,True,90.547,33.563,30.201,26.783
0 days 01:16:22.782000,OCO,31,0 days 00:01:30.422000,7.0,1.0,,,0 days 00:00:33.475000,0 days 00:00:30.108000,0 days 00:00:26.839000,0 days 01:15:25.889000,0 days 01:15:55.997000,0 days 01:16:22.836000,227.0,276.0,274.0,294.0,True,MEDIUM,14.0,False,Alpine,0 days 01:14:52.360000,2023-10-08 17:15:52.365,1,5.0,False,,False,True,90.422,33.475,30.108,26.839
0 days 01:17:53.086000,OCO,31,0 days 00:01:30.304000,8.0,1.0,,,0 days 00:00:33.467000,0 days 00:00:30.142000,0 days 00:00:26.695000,0 days 01:16:56.303000,0 days 01:17:26.445000,0 days 01:17:53.140000,225.0,277.0,275.0,296.0,True,MEDIUM,15.0,False,Alpine,0 days 01:16:22.782000,2023-10-08 17:17:22.787,1,5.0,False,,False,True,90.304,33.467,30.142,26.695
0 days 01:19:23.387000,OCO,31,0 days 00:01:30.301000,9.0,1.0,,,0 days 00:00:33.397000,0 days 00:00:30.173000,0 days 00:00:26.731000,0 days 01:18:26.537000,0 days 01:18:56.710000,0 days 01:19:23.441000,226.0,277.0,274.0,296.0,True,MEDIUM,16.0,False,Alpine,0 days 01:17:53.086000,2023-10-08 17:18:53.091,1,5.0,False,,False,True,90.301,33.397,30.173,26.731
0 days 01:24:21.365000,OCO,31,0 days 00:01:29.933000,12.0,2.0,,,0 days 00:00:33.385000,0 days 00:00:30.007000,0 days 00:00:26.541000,0 days 01:23:24.871000,0 days 01:23:54.878000,0 days 01:24:21.419000,226.0,279.0,274.0,301.0,True,MEDIUM,7.0,False,Alpine,0 days 01:22:51.432000,2023-10-08 17:23:51.437,1,16.0,False,,False,True,89.933,33.385,30.007,26.541
0 days 01:25:51.108000,OCO,31,0 days 00:01:29.743000,13.0,2.0,,,0 days 00:00:33.500000,0 days 00:00:30.087000,0 days 00:00:26.156000,0 days 01:24:54.919000,0 days 01:25:25.006000,0 days 01:25:51.162000,227.0,278.0,276.0,293.0,True,MEDIUM,8.0,False,Alpine,0 days 01:24:21.365000,2023-10-08 17:25:21.370,1,16.0,False,,False,True,89.743,33.5,30.087,26.156
0 days 01:27:20.538000,OCO,31,0 days 00:01:29.430000,14.0,2.0,,,0 days 00:00:33.151000,0 days 00:00:30.038000,0 days 00:00:26.241000,0 days 01:26:24.313000,0 days 01:26:54.351000,0 days 01:27:20.592000,227.0,277.0,277.0,295.0,True,MEDIUM,9.0,False,Alpine,0 days 01:25:51.108000,2023-10-08 17:26:51.113,1,14.0,False,,False,True,89.43,33.151,30.038,26.241
0 days 01:28:49.844000,OCO,31,0 days 00:01:29.306000,15.0,2.0,,,0 days 00:00:33.109000,0 days 00:00:30.157000,0 days 00:00:26.040000,0 days 01:27:53.701000,0 days 01:28:23.858000,0 days 01:28:49.898000,227.0,280.0,276.0,298.0,True,MEDIUM,10.0,False,Alpine,0 days 01:27:20.538000,2023-10-08 17:28:20.543,1,13.0,False,,False,True,89.306,33.109,30.157,26.04
0 days 01:30:19.490000,OCO,31,0 days 00:01:29.646000,16.0,2.0,,,0 days 00:00:33.137000,0 days 00:00:30.122000,0 days 00:00:26.387000,0 days 01:29:23.035000,0 days 01:29:53.157000,0 days 01:30:19.544000,225.0,283.0,284.0,300.0,False,MEDIUM,11.0,False,Alpine,0 days 01:28:49.844000,2023-10-08 17:29:49.849,1,13.0,False,,False,True,89.646,33.137,30.122,26.387
0 days 01:31:49.248000,OCO,31,0 days 00:01:29.758000,17.0,2.0,,,0 days 00:00:33.074000,0 days 00:00:30.291000,0 days 00:00:26.393000,0 days 01:30:52.618000,0 days 01:31:22.909000,0 days 01:31:49.302000,225.0,283.0,284.0,331.0,False,MEDIUM,12.0,False,Alpine,0 days 01:30:19.490000,2023-10-08 17:31:19.495,1,12.0,False,,False,True,89.758,33.074,30.291,26.393
0 days 01:33:18.904000,OCO,31,0 days 00:01:29.656000,18.0,2.0,,,0 days 00:00:32.988000,0 days 00:00:30.187000,0 days 00:00:26.481000,0 days 01:32:22.290000,0 days 01:32:52.477000,0 days 01:33:18.958000,227.0,281.0,277.0,328.0,False,MEDIUM,13.0,False,Alpine,0 days 01:31:49.248000,2023-10-08 17:32:49.253,1,10.0,False,,False,True,89.656,32.988,30.187,26.481
0 days 01:34:48.281000,OCO,31,0 days 00:01:29.377000,19.0,2.0,,,0 days 00:00:33.157000,0 days 00:00:29.904000,0 days 00:00:26.316000,0 days 01:33:52.115000,0 days 01:34:22.019000,0 days 01:34:48.335000,228.0,280.0,277.0,297.0,False,MEDIUM,14.0,False,Alpine,0 days 01:33:18.904000,2023-10-08 17:34:18.909,1,8.0,False,,False,True,89.377,33.157,29.904,26.316
0 days 01:36:17.768000,OCO,31,0 days 00:01:29.487000,20.0,2.0,,,0 days 00:00:33.128000,0 days 00:00:30.038000,0 days 00:00:26.321000,0 days 01:35:21.463000,0 days 01:35:51.501000,0 days 01:36:17.822000,227.0,278.0,277.0,296.0,False,MEDIUM,15.0,False,Alpine,0 days 01:34:48.281000,2023-10-08 17:35:48.286,1,8.0,False,,False,True,89.487,33.128,30.038,26.321
0 days 01:37:47.298000,OCO,31,0 days 00:01:29.530000,21.0,2.0,,,0 days 00:00:33.068000,0 days 00:00:30.104000,0 days 00:00:26.358000,0 days 01:36:50.890000,0 days 01:37:20.994000,0 days 01:37:47.352000,226.0,282.0,278.0,299.0,False,MEDIUM,16.0,False,Alpine,0 days 01:36:17.768000,2023-10-08 17:37:17.773,1,6.0,False,,False,True,89.53,33.068,30.104,26.358
0 days 01:39:16.484000,OCO,31,0 days 00:01:29.186000,22.0,2.0,,,0 days 00:00:32.903000,0 days 00:00:30.113000,0 days 00:00:26.170000,0 days 01:38:20.255000,0 days 01:38:50.368000,0 days 01:39:16.538000,225.0,280.0,276.0,300.0,True,MEDIUM,17.0,False,Alpine,0 days 01:37:47.298000,2023-10-08 17:38:47.303,1,6.0,False,,False,True,89.186,32.903,30.113,26.17
0 days 01:40:45.334000,OCO,31,0 days 00:01:28.850000,23.0,2.0,,,0 days 00:00:32.937000,0 days 00:00:29.736000,0 days 00:00:26.177000,0 days 01:39:49.475000,0 days 01:40:19.211000,0 days 01:40:45.388000,227.0,279.0,276.0,295.0,True,MEDIUM,18.0,False,Alpine,0 days 01:39:16.484000,2023-10-08 17:40:16.489,1,6.0,False,,False,True,88.85,32.937,29.736,26.177
0 days 01:42:14.052000,OCO,31,0 days 00:01:28.718000,24.0,2.0,,,0 days 00:00:32.909000,0 days 00:00:29.782000,0 days 00:00:26.027000,0 days 01:41:18.297000,0 days 01:41:48.079000,0 days 01:42:14.106000,227.0,281.0,276.0,295.0,True,MEDIUM,19.0,False,Alpine,0 days 01:40:45.334000,2023-10-08 17:41:45.339,1,6.0,False,,False,True,88.718,32.909,29.782,26.027
0 days 01:47:08.479000,OCO,31,0 days 00:01:28.693000,27.0,3.0,,,0 days 00:00:32.975000,0 days 00:00:29.650000,0 days 00:00:26.068000,0 days 01:46:12.815000,0 days 01:46:42.465000,0 days 01:47:08.533000,229.0,276.0,276.0,299.0,True,HARD,2.0,True,Alpine,0 days 01:45:39.786000,2023-10-08 17:46:39.791,1,13.0,False,,False,True,88.693,32.975,29.65,26.068
0 days 01:48:36.456000,OCO,31,0 days 00:01:27.977000,28.0,3.0,,,0 days 00:00:32.522000,0 days 00:00:29.539000,0 days 00:00:25.916000,0 days 01:47:41.055000,0 days 01:48:10.594000,0 days 01:48:36.510000,231.0,280.0,276.0,294.0,True,HARD,3.0,True,Alpine,0 days 01:47:08.479000,2023-10-08 17:48:08.484,1,12.0,False,,False,True,87.977,32.522,29.539,25.916
0 days 01:50:04.344000,OCO,31,0 days 00:01:27.888000,29.0,3.0,,,0 days 00:00:32.698000,0 days 00:00:29.450000,0 days 00:00:25.740000,0 days 01:49:09.208000,0 days 01:49:38.658000,0 days 01:50:04.398000,230.0,280.0,277.0,296.0,True,HARD,4.0,True,Alpine,0 days 01:48:36.456000,2023-10-08 17:49:36.461,1,12.0,False,,False,True,87.888,32.698,29.45,25.74
0 days 01:51:31.939000,OCO,31,0 days 00:01:27.595000,30.0,3.0,,,0 days 00:00:32.586000,0 days 00:00:29.481000,0 days 00:00:25.528000,0 days 01:50:36.984000,0 days 01:51:06.465000,0 days 01:51:31.993000,227.0,280.0,277.0,295.0,True,HARD,5.0,True,Alpine,0 days 01:50:04.344000,2023-10-08 17:51:04.349,1,12.0,False,,False,True,87.595,32.586,29.481,25.528
0 days 01:52:59.389000,OCO,31,0 days 00:01:27.450000,31.0,3.0,,,0 days 00:00:32.467000,0 days 00:00:29.386000,0 days 00:00:25.597000,0 days 01:52:04.460000,0 days 01:52:33.846000,0 days 01:52:59.443000,229.0,281.0,277.0,294.0,True,HARD,6.0,True,Alpine,0 days 01:51:31.939000,2023-10-08 17:52:31.944,1,12.0,False,,False,True,87.45,32.467,29.386,25.597
0 days 01:54:26.682000,OCO,31,0 days 00:01:27.293000,32.0,3.0,,,0 days 00:00:32.287000,0 days 00:00:29.370000,0 days 00:00:25.636000,0 days 01:53:31.730000,0 days 01:54:01.100000,0 days 01:54:26.736000,230.0,282.0,277.0,297.0,True,HARD,7.0,True,Alpine,0 days 01:52:59.389000,2023-10-08 17:53:59.394,1,10.0,False,,False,True,87.293,32.287,29.37,25.636
0 days 01:57:22.642000,OCO,31,0 days 00:01:27.892000,34.0,3.0,,,0 days 00:00:32.561000,0 days 00:00:29.627000,0 days 00:00:25.704000,0 days 01:56:27.365000,0 days 01:56:56.992000,0 days 01:57:22.696000,230.0,284.0,284.0,298.0,False,HARD,9.0,True,Alpine,0 days 01:55:54.750000,2023-10-08 17:56:54.755,1,10.0,False,,False,True,87.892,32.561,29.627,25.704
0 days 01:58:50.455000,OCO,31,0 days 00:01:27.813000,35.0,3.0,,,0 days 00:00:32.478000,0 days 00:00:29.613000,0 days 00:00:25.722000,0 days 01:57:55.174000,0 days 01:58:24.787000,0 days 01:58:50.509000,231.0,285.0,286.0,317.0,False,HARD,10.0,True,Alpine,0 days 01:57:22.642000,2023-10-08 17:58:22.647,1,10.0,False,,False,True,87.813,32.478,29.613,25.722
0 days 02:00:18.089000,OCO,31,0 days 00:01:27.634000,36.0,3.0,,,0 days 00:00:32.332000,0 days 00:00:29.538000,0 days 00:00:25.764000,0 days 01:59:22.841000,0 days 01:59:52.379000,0 days 02:00:18.143000,231.0,284.0,284.0,331.0,False,HARD,11.0,True,Alpine,0 days 01:58:50.455000,2023-10-08 17:59:50.460,1,8.0,False,,False,True,87.634,32.332,29.538,25.764
0 days 02:01:46.153000,OCO,31,0 days 00:01:28.064000,37.0,3.0,,,0 days 00:00:32.553000,0 days 00:00:29.515000,0 days 00:00:25.996000,0 days 02:00:50.696000,0 days 02:01:20.211000,0 days 02:01:46.207000,228.0,285.0,285.0,318.0,False,HARD,12.0,True,Alpine,0 days 02:00:18.089000,2023-10-08 18:01:18.094,1,8.0,False,,False,True,88.064,32.553,29.515,25.996
0 days 02:03:13.418000,OCO,31,0 days 00:01:27.265000,38.0,3.0,,,0 days 00:00:32.001000,0 days 00:00:29.433000,0 days 00:00:25.831000,0 days 02:02:18.208000,0 days 02:02:47.641000,0 days 02:03:13.472000,231.0,281.0,277.0,323.0,True,HARD,13.0,True,Alpine,0 days 02:01:46.153000,2023-10-08 18:02:46.158,1,7.0,False,,False,True,87.265,32.001,29.433,25.831
0 days 02:04:40.844000,OCO,31,0 days 00:01:27.426000,39.0,3.0,,,0 days 00:00:32.291000,0 days 00:00:29.520000,0 days 00:00:25.615000,0 days 02:03:45.763000,0 days 02:04:15.283000,0 days 02:04:40.898000,231.0,281.0,277.0,293.0,False,HARD,14.0,True,Alpine,0 days 02:03:13.418000,2023-10-08 18:04:13.423,1,7.0,False,,False,True,87.426,32.291,29.52,25.615
0 days 02:06:07.605000,OCO,31,0 days 00:01:26.761000,40.0,3.0,,,0 days 00:00:32.107000,0 days 00:00:29.207000,0 days 00:00:25.447000,0 days 02:05:13.005000,0 days 02:05:42.212000,0 days 02:06:07.659000,232.0,281.0,278.0,293.0,True,HARD,15.0,True,Alpine,0 days 02:04:40.844000,2023-10-08 18:05:40.849,1,7.0,False,,False,True,86.761,32.107,29.207,25.447
0 days 02:09:00.888000,OCO,31,0 days 00:01:26.450000,42.0,3.0,,,0 days 00:00:31.951000,0 days 00:00:29.173000,0 days 00:00:25.326000,0 days 02:08:06.443000,0 days 02:08:35.616000,0 days 02:09:00.942000,233.0,282.0,278.0,292.0,True,HARD,17.0,True,Alpine,0 days 02:07:34.438000,2023-10-08 18:08:34.443,1,7.0,False,,False,True,86.45,31.951,29.173,25.326
0 days 02:13:51.479000,OCO,31,0 days 00:01:27.849000,45.0,4.0,,,0 days 00:00:32.702000,0 days 00:00:29.457000,0 days 00:00:25.690000,0 days 02:12:56.386000,0 days 02:13:25.843000,0 days 02:13:51.533000,231.0,280.0,277.0,282.0,False,MEDIUM,2.0,True,Alpine,0 days 02:12:23.630000,2023-10-08 18:13:23.635,1,8.0,False,,False,True,87.849,32.702,29.457,25.69
0 days 02:15:18.017000,OCO,31,0 days 00:01:26.538000,46.0,4.0,,,0 days 00:00:32.139000,0 days 00:00:29.065000,0 days 00:00:25.334000,0 days 02:14:23.672000,0 days 02:14:52.737000,0 days 02:15:18.071000,233.0,281.0,278.0,291.0,False,MEDIUM,3.0,True,Alpine,0 days 02:13:51.479000,2023-10-08 18:14:51.484,1,8.0,False,,False,True,86.538,32.139,29.065,25.334
0 days 02:16:44.754000,OCO,31,0 days 00:01:26.737000,47.0,4.0,,,0 days 00:00:32.327000,0 days 00:00:29.050000,0 days 00:00:25.360000,0 days 02:15:50.398000,0 days 02:16:19.448000,0 days 02:16:44.808000,232.0,282.0,277.0,288.0,False,MEDIUM,4.0,True,Alpine,0 days 02:15:18.017000,2023-10-08 18:16:18.022,1,8.0,False,,False,True,86.737,32.327,29.05,25.36
0 days 02:18:11.212000,OCO,31,0 days 00:01:26.458000,48.0,4.0,,,0 days 00:00:32.204000,0 days 00:00:29.020000,0 days 00:00:25.234000,0 days 02:17:17.012000,0 days 02:17:46.032000,0 days 02:18:11.266000,234.0,282.0,278.0,294.0,False,MEDIUM,5.0,True,Alpine,0 days 02:16:44.754000,2023-10-08 18:17:44.759,1,8.0,False,,False,True,86.458,32.204,29.02,25.234
0 days 02:19:37.980000,OCO,31,0 days 00:01:26.768000,49.0,4.0,,,0 days 00:00:32.267000,0 days 00:00:29.164000,0 days 00:00:25.337000,0 days 02:18:43.533000,0 days 02:19:12.697000,0 days 02:19:38.034000,232.0,281.0,278.0,290.0,False,MEDIUM,6.0,True,Alpine,0 days 02:18:11.212000,2023-10-08 18:19:11.217,1,8.0,False,,False,True,86.768,32.267,29.164,25.337
0 days 02:21:04.447000,OCO,31,0 days 00:01:26.467000,50.0,4.0,,,0 days 00:00:32.163000,0 days 00:00:29.030000,0 days 00:00:25.274000,0 days 02:20:10.197000,0 days 02:20:39.227000,0 days 02:21:04.501000,232.0,279.0,277.0,290.0,False,MEDIUM,7.0,True,Alpine,0 days 02:19:37.980000,2023-10-08 18:20:37.985,1,8.0,False,,False,True,86.467,32.163,29.03,25.274
0 days 02:22:31.334000,OCO,31,0 days 00:01:26.887000,51.0,4.0,,,0 days 00:00:32.267000,0 days 00:00:29.257000,0 days 00:00:25.363000,0 days 02:21:36.768000,0 days 02:22:06.025000,0 days 02:22:31.388000,234.0,281.0,278.0,291.0,False,MEDIUM,8.0,True,Alpine,0 days 02:21:04.447000,2023-10-08 18:22:04.452,1,8.0,False,,False,True,86.887,32.267,29.257,25.363
0 days 02:23:58.140000,OCO,31,0 days 00:01:26.806000,52.0,4.0,,,0 days 00:00:32.190000,0 days 00:00:29.163000,0 days 00:00:25.453000,0 days 02:23:03.578000,0 days 02:23:32.741000,0 days 02:23:58.194000,235.0,278.0,277.0,292.0,False,MEDIUM,9.0,True,Alpine,0 days 02:22:31.334000,2023-10-08 18:23:31.339,1,8.0,False,,False,True,86.806,32.19,29.163,25.453
0 days 02:25:25.108000,OCO,31,0 days 00:01:26.968000,53.0,4.0,,,0 days 00:00:32.248000,0 days 00:00:29.304000,0 days 00:00:25.416000,0 days 02:24:30.442000,0 days 02:24:59.746000,0 days 02:25:25.162000,232.0,276.0,277.0,291.0,False,MEDIUM,10.0,True,Alpine,0 days 02:23:58.140000,2023-10-08 18:24:58.145,1,7.0,False,,False,True,86.968,32.248,29.304,25.416
0 days 02:26:52.197000,OCO,31,0 days 00:01:27.089000,54.0,4.0,,,0 days 00:00:32.388000,0 days 00:00:29.245000,0 days 00:00:25.456000,0 days 02:25:57.550000,0 days 02:26:26.795000,0 days 02:26:52.251000,236.0,281.0,277.0,292.0,False,MEDIUM,11.0,True,Alpine,0 days 02:25:25.108000,2023-10-08 18:26:25.113,1,7.0,False,,False,True,87.089,32.388,29.245,25.456
0 days 02:28:19.437000,OCO,31,0 days 00:01:27.240000,55.0,4.0,,,0 days 00:00:32.155000,0 days 00:00:29.221000,0 days 00:00:25.864000,0 days 02:27:24.406000,0 days 02:27:53.627000,0 days 02:28:19.491000,237.0,277.0,277.0,293.0,False,MEDIUM,12.0,True,Alpine,0 days 02:26:52.197000,2023-10-08 18:27:52.202,1,7.0,False,,False,True,87.24,32.155,29.221,25.864
0 days 02:29:46.845000,OCO,31,0 days 00:01:27.408000,56.0,4.0,,,0 days 00:00:32.343000,0 days 00:00:29.214000,0 days 00:00:25.851000,0 days 02:28:51.834000,0 days 02:29:21.048000,0 days 02:29:46.899000,234.0,277.0,277.0,293.0,False,MEDIUM,13.0,True,Alpine,0 days 02:28:19.437000,2023-10-08 18:29:19.442,1,7.0,False,,False,True,87.408,32.343,29.214,25.851
0 days 02:31:15.544000,OCO,31,0 days 00:01:28.699000,57.0,4.0,,,0 days 00:00:32.803000,0 days 00:00:29.726000,0 days 00:00:26.170000,0 days 02:30:19.702000,0 days 02:30:49.428000,0 days 02:31:15.598000,213.0,276.0,277.0,293.0,False,MEDIUM,14.0,True,Alpine,0 days 02:29:46.845000,2023-10-08 18:30:46.850,1,7.0,False,,False,True,88.699,32.803,29.726,26.17
0 days 01:13:27.748000,BOT,77,0 days 00:01:34.030000,5.0,2.0,,,0 days 00:00:35.247000,0 days 00:00:31.273000,0 days 00:00:27.510000,0 days 01:12:28.986000,0 days 01:13:00.259000,0 days 01:13:27.769000,222.0,284.0,275.0,309.0,True,MEDIUM,2.0,True,Alfa Romeo,0 days 01:11:53.718000,2023-10-08 17:12:53.723,1,15.0,False,,False,True,94.03,35.247,31.273,27.51
0 days 01:15:00.321000,BOT,77,0 days 00:01:32.573000,6.0,2.0,,,0 days 00:00:34.260000,0 days 00:00:31.138000,0 days 00:00:27.175000,0 days 01:14:02.029000,0 days 01:14:33.167000,0 days 01:15:00.342000,221.0,279.0,277.0,296.0,True,MEDIUM,3.0,True,Alfa Romeo,0 days 01:13:27.748000,2023-10-08 17:14:27.753,1,15.0,False,,False,True,92.573,34.26,31.138,27.175
0 days 01:16:31.969000,BOT,77,0 days 00:01:31.648000,7.0,2.0,,,0 days 00:00:33.991000,0 days 00:00:30.639000,0 days 00:00:27.018000,0 days 01:15:34.333000,0 days 01:16:04.972000,0 days 01:16:31.990000,218.0,279.0,282.0,298.0,True,MEDIUM,4.0,True,Alfa Romeo,0 days 01:15:00.321000,2023-10-08 17:16:00.326,1,15.0,False,,False,True,91.648,33.991,30.639,27.018
0 days 01:18:03.009000,BOT,77,0 days 00:01:31.040000,8.0,2.0,,,0 days 00:00:33.284000,0 days 00:00:30.704000,0 days 00:00:27.052000,0 days 01:17:05.274000,0 days 01:17:35.978000,0 days 01:18:03.030000,221.0,280.0,276.0,321.0,True,MEDIUM,5.0,True,Alfa Romeo,0 days 01:16:31.969000,2023-10-08 17:17:31.974,1,15.0,False,,False,True,91.04,33.284,30.704,27.052
0 days 01:22:36.471000,BOT,77,0 days 00:01:31.227000,11.0,2.0,,,0 days 00:00:33.484000,0 days 00:00:30.655000,0 days 00:00:27.088000,0 days 01:21:38.749000,0 days 01:22:09.404000,0 days 01:22:36.492000,217.0,275.0,276.0,327.0,False,MEDIUM,8.0,True,Alfa Romeo,0 days 01:21:05.244000,2023-10-08 17:22:05.249,1,13.0,False,,False,True,91.227,33.484,30.655,27.088
0 days 01:24:07.760000,BOT,77,0 days 00:01:31.289000,12.0,2.0,,,0 days 00:00:33.943000,0 days 00:00:30.604000,0 days 00:00:26.742000,0 days 01:23:10.435000,0 days 01:23:41.039000,0 days 01:24:07.781000,216.0,277.0,275.0,296.0,False,MEDIUM,9.0,True,Alfa Romeo,0 days 01:22:36.471000,2023-10-08 17:23:36.476,1,11.0,False,,False,True,91.289,33.943,30.604,26.742
0 days 01:27:09.347000,BOT,77,0 days 00:01:30.445000,14.0,2.0,,,0 days 00:00:33.466000,0 days 00:00:30.349000,0 days 00:00:26.630000,0 days 01:26:12.389000,0 days 01:26:42.738000,0 days 01:27:09.368000,217.0,277.0,274.0,303.0,True,MEDIUM,11.0,True,Alfa Romeo,0 days 01:25:38.902000,2023-10-08 17:26:38.907,1,6.0,False,,False,True,90.445,33.466,30.349,26.63
0 days 01:28:40.321000,BOT,77,0 days 00:01:30.974000,15.0,2.0,,,0 days 00:00:33.599000,0 days 00:00:30.469000,0 days 00:00:26.906000,0 days 01:27:42.967000,0 days 01:28:13.436000,0 days 01:28:40.342000,218.0,276.0,273.0,290.0,False,MEDIUM,12.0,True,Alfa Romeo,0 days 01:27:09.347000,2023-10-08 17:28:09.352,1,5.0,False,,False,True,90.974,33.599,30.469,26.906
0 days 01:30:10.387000,BOT,77,0 days 00:01:30.066000,16.0,2.0,,,0 days 00:00:33.274000,0 days 00:00:30.214000,0 days 00:00:26.578000,0 days 01:29:13.616000,0 days 01:29:43.830000,0 days 01:30:10.408000,221.0,278.0,273.0,298.0,True,MEDIUM,13.0,True,Alfa Romeo,0 days 01:28:40.321000,2023-10-08 17:29:40.326,1,5.0,False,,False,True,90.066,33.274,30.214,26.578
0 days 01:31:40.649000,BOT,77,0 days 00:01:30.262000,17.0,2.0,,,0 days 00:00:33.317000,0 days 00:00:30.345000,0 days 00:00:26.600000,0 days 01:30:43.725000,0 days 01:31:14.070000,0 days 01:31:40.670000,223.0,278.0,272.0,293.0,False,MEDIUM,14.0,True,Alfa Romeo,0 days 01:30:10.387000,2023-10-08 17:31:10.392,1,5.0,False,,False,True,90.262,33.317,30.345,26.6
